id;Vencimento;DataDocumento;NumeroDocumento;ValorDocumento;IDFornecedor;ValorAbatimento;DataAbatimento;Status
16469;06/02/2026;06/02/2026;PROTESTO;464,12;253244;464,12;07/02/2026;PAID
16470;06/02/2026;06/02/2026;PROTESTO;339,36;253244;339,36;07/02/2026;PAID
16471;06/02/2026;06/02/2026;2012;940;267655;940;07/02/2026;PAID
16472;06/02/2026;06/02/2026;2013;1443,7;267568;1443,7;07/02/2026;PAID
16473;06/02/2026;06/02/2026;2014;239,8;267568;239,8;07/02/2026;PAID
16474;06/02/2026;06/02/2026;2015;806,57;267568;806,57;07/02/2026;PAID
16475;06/02/2026;06/02/2026;2016;646,04;267568;646,04;07/02/2026;PAID
16476;06/02/2026;06/02/2026;2017;504,56;267568;504,56;07/02/2026;PAID
16477;08/03/2026;06/02/2026;1;1161,67;253282;;;PENDING
16478;07/04/2026;06/02/2026;2;1161,67;253282;;;PENDING
16479;07/05/2026;06/02/2026;3;1161,66;253282;;;PENDING
16480;09/03/2026;07/02/2026;495216;892,8;267584;;;PENDING
16481;09/03/2026;07/02/2026;191015;110;267590;;;PENDING
16482;09/03/2026;07/02/2026;97288;66,01;267619;;;PENDING
16483;09/03/2026;07/02/2026;97334;261;267619;;;PENDING
16484;09/03/2026;07/02/2026;652588;373,39;267589;;;PENDING
16485;09/03/2026;06/02/2026;652775;19;267589;;;PENDING
16486;06/02/2026;06/02/2026;SALARIO;65893,88;267634;65893,88;09/02/2026;PAID
16487;11/03/2026;09/02/2026;1312635;560;267897;;;PENDING
16488;11/03/2026;09/02/2026;1312655;165;267897;;;PENDING
16489;11/03/2026;09/02/2026;97421;49,5;267619;;;PENDING
16490;20/02/2026;09/02/2026;1;389,4;253236;;;PENDING
16491;11/03/2026;09/02/2026;97292;299,7;267619;;;PENDING
16492;09/03/2026;07/02/2026;1;28;267574;;;PENDING
16493;20/02/2026;09/02/2026;1;264,34;253236;;;PENDING
16494;20/02/2026;09/02/2026;1;123,1;253236;;;PENDING
16495;09/02/2026;09/02/2026;MULTA ERT3B86;104,12;267938;104,12;10/02/2026;PAID
16496;09/02/2026;09/02/2026;2018;248,1;267615;248,1;10/02/2026;PAID
16497;09/02/2026;09/02/2026;TAP EXPRESS;69,04;267938;69,04;10/02/2026;PAID
16498;09/02/2026;09/02/2026;2019;104;267978;104;10/02/2026;PAID
16499;09/02/2026;09/02/2026;PROTESTO;406,33;253244;406,33;10/02/2026;PAID
16500;09/02/2026;09/02/2026;2020;798;267590;798;10/02/2026;PAID
16501;12/03/2026;10/02/2026;85576;366,64;253236;;;PENDING
16502;10/02/2026;10/02/2026;2021;1050;268131;1050;11/02/2026;PAID
16503;10/02/2026;10/02/2026;2022;3210;268101;3210;11/02/2026;PAID
16504;10/02/2026;10/02/2026;2023;3839,99;253270;3839,99;11/02/2026;PAID
16505;10/02/2026;10/02/2026;2024;6642,1;267574;6642,1;11/02/2026;PAID
16506;10/02/2026;10/02/2026;2025;490;268151;490;11/02/2026;PAID
16507;10/02/2026;10/02/2026;2026;630;268132;630;11/02/2026;PAID
16508;10/02/2026;10/02/2026;2252;1671;267589;;;PENDING
16509;10/02/2026;10/02/2026;2253;1960;253236;;;PENDING
16510;10/02/2026;10/02/2026;2254;798;253240;;;PENDING
16511;10/02/2026;10/02/2026;2255;3000;267602;;;PENDING
16512;10/02/2026;10/02/2026;2256;1249,7;267589;;;PENDING
16513;10/02/2026;10/02/2026;2257;45,1;267647;;;PENDING
16514;10/02/2026;10/02/2026;2258;1044,9;267584;;;PENDING
16515;10/02/2026;10/02/2026;2259;723,15;267840;;;PENDING
16516;10/02/2026;10/02/2026;2260;2784,22;267619;;;PENDING
16517;10/02/2026;10/02/2026;2261;195;267610;;;PENDING
16518;10/02/2026;10/02/2026;2262;5321,66;253236;;;PENDING
16519;20/02/2026;11/02/2026;1;195,66;253236;;;PENDING
16520;14/03/2026;10/02/2026;30694;265,5;267826;;;PENDING
16521;10/02/2026;10/02/2026;2027;164,64;267752;164,64;12/02/2026;PAID
16522;12/02/2026;12/02/2026;2028;210,68;267818;210,68;12/02/2026;PAID
16523;12/02/2026;12/02/2026;2029;150;268096;150;13/02/2026;PAID
16524;12/02/2026;12/02/2026;2030;531,27;267621;531,27;13/02/2026;PAID
16525;15/03/2026;13/02/2026;1;159;267596;;;PENDING
16526;15/03/2026;13/02/2026;191649;150;267590;;;PENDING
16527;15/03/2026;11/02/2026;97641;227;267619;;;PENDING
16528;14/03/2026;12/02/2026;1;250;253242;;;PENDING
16529;14/04/2026;12/02/2026;2;250;253242;;;PENDING
16530;14/05/2026;12/02/2026;3;250;253242;;;PENDING
16531;10/03/2026;12/02/2026;30724;393,25;267826;;;PENDING
16532;10/04/2026;12/02/2026;30724;393,25;267826;;;PENDING
16533;10/03/2026;11/02/2026;30720;327,25;267826;;;PENDING
16534;10/04/2026;11/02/2026;30720;327,25;267826;;;PENDING
16535;13/03/2026;13/02/2026;97946;194,4;267619;;;PENDING
16536;13/02/2026;13/02/2026;FECHAMENTO;214,8;267592;214,8;16/02/2026;PAID
16537;13/02/2026;13/02/2026;2031;740,12;253245;740,12;16/02/2026;PAID
16538;13/02/2026;13/02/2026;2032;545,09;268148;545,09;16/02/2026;PAID
16539;13/02/2026;13/02/2026;2033;23,49;267569;23,49;16/02/2026;PAID
16540;13/02/2026;13/02/2026;2034;767,8;267569;767,8;16/02/2026;PAID
16541;16/03/2026;14/02/2026;1;106;267671;;;PENDING
16542;13/02/2026;13/02/2026;2035;239,8;267568;239,8;16/02/2026;PAID
16543;13/02/2026;13/02/2026;2036;600;267617;600;16/02/2026;PAID
16544;13/02/2026;13/02/2026;2037;2158,26;267917;2158,26;16/02/2026;PAID
16545;14/03/2026;14/02/2026;498934;1081,1;267584;;;PENDING
16546;14/04/2026;14/02/2026;498934;1079;267584;;;PENDING
16547;14/05/2026;14/02/2026;498934;1079;267584;;;PENDING
16548;01/02/2026;02/01/2026;1;1306,66;267897;;;PENDING
16549;20/02/2026;02/01/2026;2;1306,67;267897;;;PENDING
16550;01/03/2026;02/01/2026;3;1306,67;267897;1306,67;03/03/2026;PAID
16551;14/03/2026;14/02/2026;191756;350;267590;;;PENDING
16552;20/02/2026;16/02/2026;2053;1127,27;267589;1127,27;21/02/2026;PAID
16553;10/03/2026;16/02/2026;2263;1127,26;267589;;;PENDING
16554;10/04/2026;16/02/2026;2264;1127,26;267589;;;PENDING
16555;20/02/2026;16/02/2026;2054;439,5;267642;439,5;21/02/2026;PAID
16556;20/02/2026;10/02/2026;19705;95;267805;95;21/02/2026;PAID
16557;20/03/2026;12/02/2026;6954;230;268038;;;PENDING
16558;20/03/2026;13/02/2026;6478;767,09;267962;;;PENDING
16559;20/02/2026;16/02/2026;10337;496,8;267725;496,8;21/02/2026;PAID
16560;09/03/2026;16/02/2026;10337;496,8;267725;496,8;10/03/2026;PAID
16561;26/03/2026;16/02/2026;10337;496,8;267725;;;PENDING
16562;16/03/2026;16/02/2026;654643;427;267589;;;PENDING
16563;18/02/2026;16/02/2026;2265;5321,66;253236;;;PENDING
16564;20/02/2026;13/02/2026;1;476,99;253236;;;PENDING
16565;20/02/2026;11/02/2026;1;62,46;253236;;;PENDING
16566;11/03/2026;11/02/2026;1313680;1075;267963;;;PENDING
16567;04/03/2026;04/02/2026;1;350;267607;350;04/03/2026;PAID
16568;20/02/2026;13/02/2026;1;81,07;253236;;;PENDING
16569;11/03/2026;11/02/2026;1313669;950;267963;;;PENDING
16570;11/03/2026;13/02/2026;97929;166;267619;;;PENDING
16571;11/03/2026;11/02/2026;131388;115;267963;;;PENDING
16572;11/03/2026;11/02/2026;97692;155;267619;;;PENDING
16573;20/02/2026;13/02/2026;1;76,11;253236;;;PENDING
16574;20/02/2026;10/02/2026;1;650;268090;;;PENDING
16575;10/03/2026;11/02/2026;1;583;267622;;;PENDING
16576;20/03/2026;11/02/2026;2;583;267622;;;PENDING
16577;20/02/2026;13/02/2026;1;445,07;253236;;;PENDING
16578;11/03/2026;11/02/2026;1;2180;253527;;;PENDING
16579;11/04/2026;11/02/2026;2;2180;253527;;;PENDING
16580;11/05/2026;11/02/2026;3;2180;253527;;;PENDING
16581;20/02/2026;13/02/2026;1;177,5;253236;;;PENDING
16582;20/02/2026;10/02/2026;1;555,9;253236;;;PENDING
16583;20/02/2026;12/02/2026;1;42,11;253236;;;PENDING
16584;11/03/2026;09/02/2026;1;172;267671;;;PENDING
16585;20/02/2026;12/02/2026;1;61,8;253236;;;PENDING
16586;20/02/2026;10/02/2026;1;100,7;253236;;;PENDING
16587;15/03/2026;13/02/2026;1;1235;267574;;;PENDING
16588;20/02/2026;13/02/2026;1;179,82;253236;;;PENDING
16589;12/03/2026;16/02/2026;157627;42,24;267580;;;PENDING
16590;10/03/2026;16/02/2026;1;393,9;253236;;;PENDING
16591;11/03/2026;12/02/2026;27348;48;267597;;;PENDING
16592;18/03/2026;12/02/2026;25021;2515,7;267897;;;PENDING
16593;20/02/2026;10/02/2026;1;680,01;253236;;;PENDING
16594;20/02/2026;12/02/2026;1;352,31;253236;;;PENDING
16595;12/03/2026;12/02/2026;1314352;250;267963;;;PENDING
16596;10/03/2026;13/02/2026;1;419,28;253238;;;PENDING
16597;20/03/2026;13/02/2026;2;419,28;253238;;;PENDING
16598;01/04/2026;13/02/2026;3;419,28;253238;;;PENDING
16599;10/04/2026;13/02/2026;4;419,28;253238;;;PENDING
16600;20/04/2026;13/02/2026;5;419,28;253238;;;PENDING
16601;01/05/2026;13/02/2026;6;419,3;253238;;;PENDING
16602;15/03/2026;13/02/2026;1;106;253242;;;PENDING
16603;18/03/2026;14/02/2026;97964;130,5;267619;;;PENDING
16604;18/03/2026;12/02/2026;97848;160;267619;;;PENDING
16605;02/03/2026;10/02/2026;1;200;267712;;;PENDING
16606;18/03/2026;16/02/2026;1314812;300;267897;;;PENDING
16607;18/03/2026;10/02/2026;653398;74,1;267589;;;PENDING
16608;20/02/2026;16/02/2026;2055;330;267680;330;21/02/2026;PAID
16609;20/03/2026;16/02/2026;2266;330;267680;;;PENDING
16610;18/03/2026;16/02/2026;1;162;267671;;;PENDING
16611;10/03/2026;18/02/2026;2267;1286,33;267584;;;PENDING
16612;10/04/2026;18/02/2026;2268;1286,31;267584;;;PENDING
16613;10/05/2026;18/02/2026;2269;1286,31;267584;;;PENDING
16614;20/03/2026;18/02/2026;2270;4058,06;267574;;;PENDING
16615;10/03/2026;07/01/2026;8438;1044,9;267584;;;PENDING
16616;17/02/2026;17/02/2026;APARELHO VOLVO;1136,67;268130;1136,67;18/02/2026;PAID
16617;16/02/2026;16/02/2026;2038;8,64;267812;8,64;18/02/2026;PAID
16618;16/02/2026;16/02/2026;2039;70;267603;70;18/02/2026;PAID
16619;16/02/2026;16/02/2026;2040;89,16;267785;89,16;18/02/2026;PAID
16620;16/02/2026;16/02/2026;2041;220;267729;220;18/02/2026;PAID
16621;15/02/2026;15/02/2026;2042;490;267938;490;18/02/2026;PAID
16622;15/02/2202;15/02/2026;R.S RASTREAMENTO;89;267938;;;PENDING
16623;15/02/2026;15/02/2026;2043;104,2;267763;104,2;18/02/2026;PAID
16624;15/02/2026;15/02/2026;2044;202,5;267762;202,5;18/02/2026;PAID
16625;02/03/2026;02/02/2026;156982;409,06;267580;;;PENDING
16626;20/03/2026;18/02/2026;1;480;267574;;;PENDING
16627;18/02/2026;18/02/2026;2271;119,7;253263;;;PENDING
16628;18/02/2026;18/02/2026;2045;527,94;267708;527,94;19/02/2026;PAID
16629;18/02/2026;18/02/2026;2046;295,67;267708;295,67;19/02/2026;PAID
16630;18/02/2026;18/02/2026;2047;631,8;267708;631,8;19/02/2026;PAID
16631;20/03/2026;14/02/2026;91605;50;267680;;;PENDING
16632;20/03/2026;19/02/2026;6959;140;268038;;;PENDING
16633;10/03/2026;18/02/2026;1;542,61;253236;;;PENDING
16634;10/03/2026;19/02/2026;1;453,4;253236;;;PENDING
16635;10/03/2026;16/02/2026;1;55,27;253236;;;PENDING
16636;15/03/2026;16/02/2026;98132;1134;267619;;;PENDING
16637;18/03/2026;16/02/2026;1;94;267574;;;PENDING
16638;10/03/2026;18/02/2026;1;126,21;253236;;;PENDING
16639;21/03/2026;18/02/2026;127268;47;267581;;;PENDING
16640;10/03/2026;19/02/2026;1;26,11;253236;;;PENDING
16641;19/02/2026;19/02/2026;2048;784,12;253245;784,12;20/02/2026;PAID
16642;19/02/2026;19/02/2026;257852;312,34;267650;312,34;20/02/2026;PAID
16643;21/03/2026;19/02/2026;1;2100;267574;;;PENDING
16644;10/03/2026;16/02/2026;1;539,81;253236;;;PENDING
16645;21/03/2026;19/02/2026;1;2467,86;267574;;;PENDING
16646;19/03/2026;19/02/2026;1317097;135;267963;;;PENDING
16647;22/03/2026;20/02/2026;1;400;267574;;;PENDING
16648;20/03/2026;20/02/2026;13180663;460;267963;;;PENDING
16649;20/02/2026;20/02/2026;2056;53370,69;267626;53370,69;21/02/2026;PAID
16650;20/02/2026;20/02/2026;2° RENEGOCIAÇÃO;1623,5;267597;1623,5;21/02/2026;PAID
16651;20/02/2026;20/02/2026;SERASA;435,68;267971;435,68;21/02/2026;PAID
16652;20/02/2026;20/02/2026;RENEGOCIAÇÃO;1266,5;267971;1266,5;21/02/2026;PAID
16653;20/02/2026;20/02/2026;RENEGOCIAÇÃO;330,09;268082;330,09;21/02/2026;PAID
16654;20/03/2026;20/02/2026;499869;136,8;267584;;;PENDING
16655;20/02/2026;20/02/2026;2 RENEGOCIAÇÃO;719,09;267962;719,09;21/02/2026;PAID
16656;20/02/2026;20/02/2026;2 RENEGOCIAÇÃO;635,98;253263;635,98;21/02/2026;PAID
16657;20/02/2026;20/02/2026;2057;129,01;267575;129,01;21/02/2026;PAID
16658;18/03/2026;18/02/2026;655039;288,8;267589;;;PENDING
16659;10/03/2026;20/02/2026;1;2220,68;253236;;;PENDING
16660;20/02/2026;20/02/2026;2058;560;253277;560;21/02/2026;PAID
16661;10/03/2026;20/02/2026;1;334,37;253236;;;PENDING
16662;20/02/2026;20/02/2026;2272;336;253277;;;PENDING
16663;20/02/2026;20/02/2026;2059;1443,7;267568;1443,7;21/02/2026;PAID
16664;20/02/2026;20/02/2026;2060;504,55;267568;504,55;21/02/2026;PAID
16665;20/02/2026;20/02/2026;2061;1220,25;267642;1220,25;21/02/2026;PAID
16666;20/03/2026;20/02/2026;98470;80;267619;;;PENDING
16667;20/02/2026;20/02/2026;2062;777;268145;777;21/02/2026;PAID
16668;20/02/2026;20/02/2026;2063;222,5;267928;222,5;21/02/2026;PAID
16669;20/02/2026;20/02/2026;2064;886,45;267646;886,45;21/02/2026;PAID
16670;20/02/2026;20/02/2026;2065;490,61;267568;490,61;21/02/2026;PAID
16671;20/02/2026;20/02/2026;2066;140;268038;140;21/02/2026;PAID
16672;20/02/2026;20/02/2026;2067;3355;267724;3355;21/02/2026;PAID
16673;20/02/2026;20/02/2026;2068;1511;267853;1511;21/02/2026;PAID
16674;20/02/2026;20/02/2026;2069;426;267853;426;21/02/2026;PAID
16675;20/02/2026;20/02/2026;2070;421,87;267695;421,87;21/02/2026;PAID
16676;20/02/2026;20/02/2026;2071;215,08;267695;215,08;21/02/2026;PAID
16677;20/02/2026;20/02/2026;2072;773;253256;773;21/02/2026;PAID
16678;20/02/2026;20/02/2026;2073;194,74;253256;194,74;21/02/2026;PAID
16679;20/02/2026;20/02/2026;2074;4789,35;268026;4789,35;21/02/2026;PAID
16680;20/02/2026;20/02/2026;UNIFORMES;760;267938;760;21/02/2026;PAID
16681;20/02/2026;20/02/2026;2075;2109,52;267619;2109,52;21/02/2026;PAID
16682;20/02/2026;20/02/2026;2076;144;267592;144;21/02/2026;PAID
16683;20/02/2026;20/02/2026;2077;418,67;253270;418,67;21/02/2026;PAID
16684;20/02/2026;20/02/2026;2078;690;267660;690;21/02/2026;PAID
16685;20/02/2026;20/02/2026;2079;747;267964;747;21/02/2026;PAID
16686;20/02/2026;20/02/2026;2080;306,25;253247;306,25;21/02/2026;PAID
16687;20/02/2026;20/02/2026;FGTS TICO;924,53;267835;924,53;21/02/2026;PAID
16688;20/02/2026;20/02/2026;FUNCIONARIOS;3747,32;267835;3747,32;21/02/2026;PAID
16689;20/02/2026;20/02/2026;2081;2083,41;268146;2083,41;21/02/2026;PAID
16690;20/02/2026;20/02/2026;VALE;8900;267938;8900;21/02/2026;PAID
16691;20/02/2026;20/02/2026;2082;635;267630;635;21/02/2026;PAID
16692;20/02/2026;20/02/2026;2083;646,04;267568;646,04;21/02/2026;PAID
16693;10/02/2026;10/02/2026;FUNCIONARIO THIAGO;2000;267938;2000;21/02/2026;PAID
16694;23/03/2026;21/02/2026;494127;262,5;267718;;;PENDING
16695;23/03/2026;21/02/2026;6613;9,99;267718;;;PENDING
16696;20/02/2026;20/02/2026;RESCISÃO WESLEI;5153,56;267649;5153,56;23/02/2026;PAID
16697;20/02/2026;20/02/2026;RESCISÃO WALDIR;6286,66;267649;6286,66;23/02/2026;PAID
16698;25/03/2026;23/02/2026;1319395;225;267897;;;PENDING
16699;10/03/2026;23/02/2026;1;544,41;253236;;;PENDING
16700;23/03/2026;23/02/2026;29022;280;268119;;;PENDING
16701;23/02/2026;23/02/2026;REC. EMBREAGEM;260;268119;260;24/02/2026;PAID
16702;10/03/2026;24/02/2026;1;930,34;253236;;;PENDING
16703;26/03/2026;24/02/2026;1;568;267574;;;PENDING
16704;26/03/2026;24/02/2026;1;115;267671;;;PENDING
16705;25/03/2026;25/02/2026;1320229;720;267897;;;PENDING
16706;25/03/2026;25/02/2026;1320280;190;267897;;;PENDING
16707;25/03/2026;25/02/2026;27014;530;253527;;;PENDING
16708;25/03/2026;25/02/2026;98918;118,8;267619;;;PENDING
16709;25/03/2026;25/02/2026;1320229;720;267963;;;PENDING
16710;25/03/2026;25/02/2026;1320280;220;267963;;;PENDING
16711;25/03/2026;25/02/2026;19054;85;267690;;;PENDING
16712;10/03/2026;25/02/2026;1;236,69;253236;;;PENDING
16713;10/03/2026;25/02/2026;1;60,08;253236;;;PENDING
16714;10/03/2026;25/02/2026;1;40,74;253236;;;PENDING
16715;10/03/2026;25/02/2026;1;15,46;253236;;;PENDING
16716;25/02/2026;25/02/2026;2085;462,88;267752;462,88;26/02/2026;PAID
16717;25/02/2026;25/02/2026;2086;918;267660;918;26/02/2026;PAID
16718;25/02/2026;25/02/2026;2087;337,64;268046;337,64;26/02/2026;PAID
16719;25/03/2026;25/02/2026;379438;458;267725;;;PENDING
16720;20/03/2026;25/02/2026;1;332,7;253238;;;PENDING
16721;01/04/2026;25/02/2026;2;287,7;253238;;;PENDING
16722;10/04/2026;25/02/2026;3;287,7;253238;;;PENDING
16723;17/03/2026;25/02/2026;1;215;253256;;;PENDING
16724;20/03/2026;20/02/2026;1318063;460;267897;;;PENDING
16725;24/03/2026;24/02/2026;98816;333;267963;;;PENDING
16726;28/03/2026;26/02/2026;2084;14432,39;253236;14432,39;23/02/2026;PAID
16727;25/03/2026;26/02/2026;656568;699,2;267589;;;PENDING
16728;26/03/2026;26/02/2026;1320856;775;267897;;;PENDING
16729;24/03/2026;24/02/2026;98816;333;267619;;;PENDING
16730;21/03/2026;21/02/2026;98562;33;267619;;;PENDING
16731;25/03/2026;25/02/2026;1334;90;267647;;;PENDING
16732;24/03/2026;24/02/2026;1100379103;48;267725;;;PENDING
16733;24/03/2026;24/02/2026;217372;123,12;267568;;;PENDING
16734;26/03/2026;26/02/2026;99044;156;267619;;;PENDING
16735;26/03/2026;26/02/2026;1320932;100;267897;;;PENDING
16736;28/03/2026;26/02/2026;1;1900;267574;;;PENDING
16737;20/03/2026;20/02/2026;8470;80;267619;;;PENDING
16738;25/03/2026;25/02/2026;98881;457,35;267619;;;PENDING
16739;28/03/2026;26/02/2026;500963;56;267584;;;PENDING
16740;26/02/2026;26/02/2026;27514;570;267597;;;PENDING
16741;26/02/3026;25/02/2026;656554;542;267589;;;PENDING
16742;26/02/2026;26/02/2026;ACORDO;5321,66;253236;5321,66;26/02/2026;PAID
16743;26/02/2026;26/02/2026;ACORDO;13529,85;267963;13529,85;26/02/2026;PAID
16744;23/03/2026;26/02/2026;98646;333;267619;;;PENDING
16745;26/02/2026;26/02/2026;ACORDO;4058,06;267574;4058,06;26/02/2026;PAID
16746;26/02/2026;26/02/2026;ACORDO;8112,93;267575;8112,93;26/02/2026;PAID
16747;26/02/2026;26/02/2026;ACORDO;14432,39;253236;14432,39;26/02/2026;PAID
16748;26/03/2026;26/02/2026;656737;562,4;267589;;;PENDING
16749;10/03/2026;26/02/2026;1;214,6;253236;;;PENDING
16750;10/03/2026;26/02/2026;1;192,19;253236;;;PENDING
16751;10/03/2026;26/02/2026;1;2593,62;253236;;;PENDING
16752;29/03/2026;26/02/2026;87582;1789,63;253236;;;PENDING
16753;10/03/2026;26/02/2026;1;3071,2;253236;;;PENDING
16754;26/02/2026;26/02/2026;RESCISÃO JUNIOR;3519,34;267649;3519,34;27/02/2026;PAID
16755;26/02/2026;26/02/2026;2088;310,33;267947;310,33;27/02/2026;PAID
16756;27/02/2026;27/02/2026;2° PARCELA;432,03;268032;432,03;27/02/2026;PAID
16757;26/02/2026;26/02/2026;2089;806,57;267568;806,57;27/02/2026;PAID
16759;29/03/2026;27/02/2026;99131;1019,7;267619;;;PENDING
16760;29/03/2026;27/02/2026;1;50;267574;;;PENDING
16761;30/03/2026;28/02/2026;99261;604,8;267619;;;PENDING
16762;30/03/2026;28/02/2026;99241;1000;267619;;;PENDING
16763;30/03/2026;28/02/2026;99303;15;267619;;;PENDING
16764;30/03/2026;27/02/2026;1;100;267671;;;PENDING
16765;01/04/2026;28/02/2026;99303;15;267619;;;PENDING
16766;20/03/2026;19/02/2026;1317097;135;267897;;;PENDING
16767;10/03/2026;24/02/2026;1;121,38;253236;;;PENDING
16768;01/04/2026;23/02/2026;158273;592,72;267580;;;PENDING
16769;01/04/2026;23/02/2026;1319414;440;267897;;;PENDING
16770;26/03/2026;26/02/2026;2602;120;267924;;;PENDING
16771;01/04/2026;02/03/2026;1;1102,2;267574;;;PENDING
16772;03/03/2026;03/02/2026;157018;437,42;267580;;;PENDING
16773;20/03/2026;02/03/2026;1;76,7;253236;;;PENDING
16774;20/03/2026;02/03/2026;1;1061,44;253236;;;PENDING
16775;01/03/2026;01/03/2026;2092;1105;268141;1105;03/03/2026;PAID
16776;01/03/2026;01/03/2026;877434;896,33;267590;896,33;03/03/2026;PAID
16777;01/03/2026;01/03/2026;287;360;267610;360;03/03/2026;PAID
16778;01/03/2026;01/03/2026;231773;2109,49;267619;2109,49;03/03/2026;PAID
16779;01/03/2026;01/03/2026;2093;240;267840;240;03/03/2026;PAID
16780;01/03/2026;01/03/2026;2094;648;267840;648;03/03/2026;PAID
16781;02/04/2026;02/03/2026;1101364;503,85;268082;;;PENDING
16782;10/04/2026;03/03/2026;1;385,67;253527;;;PENDING
16783;10/05/2026;03/03/2026;2;385,67;253527;;;PENDING
16784;10/06/2026;03/03/2026;3;385,66;253527;;;PENDING
16785;01/04/2026;02/03/2026;1;242,5;253273;;;PENDING
16786;20/03/2026;03/03/2026;1;64,76;253236;;;PENDING
16787;20/03/2026;03/03/2026;1;212,67;253236;;;PENDING
16788;02/04/2026;03/03/2026;1323414;85;267897;;;PENDING
16789;20/03/2026;03/03/2026;1;78,27;253236;;;PENDING
16790;02/04/2026;03/03/2026;99555;16,5;267619;;;PENDING
16791;20/03/2026;02/03/2026;1;189,31;253236;;;PENDING
16792;02/04/2026;03/03/2026;1;75;267574;;;PENDING
16793;03/04/2026;04/03/2026;501901;34,2;267584;;;PENDING
16794;03/04/2026;03/03/2026;158812;111,2;267580;;;PENDING
16795;03/03/2026;03/03/2026;49452045C;822,34;253282;822,34;04/03/2026;PAID
16796;20/03/2026;04/03/2026;1;1413,39;253236;;;PENDING
16797;20/03/2026;04/03/2026;1;68,56;253236;;;PENDING
16798;03/04/2026;04/03/2026;1;1068;267574;;;PENDING
16799;10/04/2026;04/03/2026;99641;1000;267619;;;PENDING
16800;20/03/2026;05/03/2026;1;78,43;253236;;;PENDING
16801;10/04/2026;04/03/2026;1;1033,38;267639;;;PENDING
16802;04/04/2026;05/03/2026;158989;731,61;267580;;;PENDING
16803;04/04/2026;05/03/2026;1324194;70;267897;;;PENDING
16804;04/04/2026;05/03/2026;1324247;500;267897;;;PENDING
16805;04/04/2026;05/03/2026;1324349;385;267897;;;PENDING
16806;04/04/2026;05/03/2026;11633;100;268152;;;PENDING
16807;03/04/2026;04/03/2026;1;354,5;253273;;;PENDING
16808;20/03/2026;05/03/2026;1;69,93;253236;;;PENDING
16809;04/04/2026;05/03/2026;658215;75;267589;;;PENDING
16810;05/03/2025;05/03/2025;GUINCHO;8400;267719;;;PENDING
16811;05/03/2026;05/03/2026;2095;8400;267719;8400;06/03/2026;PAID
16812;04/04/2026;05/03/2026;1;929,33;253270;;;PENDING
16813;04/05/2026;05/03/2026;2;929,33;253270;;;PENDING
16814;03/06/2026;05/03/2026;3;929,34;253270;;;PENDING
16815;05/04/2026;06/03/2026;657583;182,4;267589;;;PENDING
16816;20/03/2026;05/03/2026;1;419,6;253256;;;PENDING
16817;05/04/2026;06/03/2026;99849;156;267619;;;PENDING
16818;05/04/2026;06/03/2026;1324630;220;267897;;;PENDING
16819;06/03/2026;06/03/2026;COMPROVANTE 06/03;1020;268102;1020;06/03/2026;PAID
16820;06/03/2026;06/03/2026;2096;200;267846;200;06/03/2026;PAID
16821;05/03/2026;05/03/2026;2097;840;267964;840;06/03/2026;PAID
16822;05/03/2026;05/03/2026;2098;933,58;268000;933,58;06/03/2026;PAID
16823;20/03/2026;06/03/2026;1;66,3;253236;;;PENDING
16824;05/04/2026;06/03/2026;1324712;55;267897;;;PENDING
